cas_number,name_ja,name_en,regulation_type,regulation_class,regulation_label,special_management,special_organic,carcinogen,health_check_required,health_check_type,health_check_interval,health_check_ref,control_concentration,control_concentration_unit,threshold_pct,record_retention_years,work_env_measurement_required
40487-42-1,Ｎ－（１－エチルプロピル）－２，６－ジニトロ－３，４－キシリジン (別名：ペンディメタリン),"N-(1-Ethylpropyl)-2,6-dinitro-3,4-xylidine; Pendimethalin",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
2212-67-1,Ｓ－エチル＝ヘキサヒドロ－１Ｈ－アゼピン－１－カルボチオアート (別名：モリネート),S-Ethyl hexahydro-1H-azepine-1-carbothioate; Molinate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
83130-01-2,アラニカルブ,alanycarb,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
100-41-4,エチルベンゼン,Ethyl Benzene,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
98886-44-3,ホスチアゼート,fosthiazate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
75-21-8,エチレンオキシド,Ethylene oxide,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
110-80-5,エチレングリコールモノエチルエーテル,Ethylene glycol monoethyl ether,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
111-76-2,エチレングリコールモノ‐ノルマル‐ブチルエーテル（別名ブチルセロソルブ）,Ethylene glycol mono-n-butyl ether (Butyl cellosolve),prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
109-86-4,エチレングリコールモノメチルエーテル,Ethylene glycol monomethyl ether,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
107-15-3,エチレンジアミン,Ethylenediamine,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
12427-38-2,"N,N'-エチレンビス(ジチオカルバミン酸)マンガン (別名：マンネブ)","Manganese N,N'-ethylenebis(dithiocarbamate) [Maneb]",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
8018-01-7,"N,N'-エチレンビス（ジチオカルバミン酸）マンガンとN,N'-エチレンビス（ジチオカルバミン酸）亜鉛の錯化合物","Complex compounds of manganese N,N'-ethylenebis(dithiocarbamate) and zinc N,N'-ethylenebis(dithiocarbamate)",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
80844-07-1,2-(4-エトキシフェニル) -2-メチルプロピル=3-フェノキシベンジルエーテル (別名：エトフェンプロックス),2-(4-Ethoxyphenyl)-2-methylpropyl 3-phenoxybenzyl ether (Ethofenprox),prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
106-89-8,２－（クロロメチル）オキシラン（別名：エピクロロヒドリン）,Epichlorohydrin,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
75-56-9,"酸化プロピレン（1,2-エポキシプロパン）","Propylene oxide (1,2-Epoxypropane)",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
85535-84-8,塩化パラフィン（炭素数が10から13までのもの及びその混合物に限る。）,Chloroalkane(C10-13),prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
85535-85-9,塩化直鎖パラフィン（炭素数が１４から１７）,Chlorinated paraffin (C=14-17),prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
32536-52-0,オクタブロモジフェニルエーテル,Octabromodiphenyl ether,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
556-67-2,"2,2,4,4,6,6,8,8-オクタメチルシクロテトラシロキサン","2,2,4,4,6,6,8,8-Octamethylcyclotetrasiloxane",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
79-21-0,過酢酸,Peroxyacetic acid,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
3699-30-7,カリウム＝ジエチルジチオカルバマート,Potassium diethyldithiocarbamate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
1330-20-7,キシレン,Xylene,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
91-22-5,キノリン,Quinoline,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
98-82-8,クメン,Cumene,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
107-22-2,グリオキサール,Glyoxal,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
111-30-8,グルタルアルデヒド,Glutaraldehyde,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
1319-77-3,クレゾール,Cresol,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
27134-26-5,クロロアニリン,Chloroaniline,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
1912-24-9,"2-クロロ-4-エチルアミノ-6-イソプロピルアミノ-1,3,5-トリアジン（別名：アトラジン）",Atrazine,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
21725-46-2,シアナジン,Cyanazine,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
129558-76-5,4-クロロ-3-エチル-1-メチル-N-[4-（p-トリルオキシ）ベンジル]ピラゾール-5-カルボキサミド (別名：トルフェンピラド),N-[4-(p-Tolyloxy)benzyl]-1-methyl-3-ethyl-4-chloro-1H-pyrazole-5-carboxamide; Tolfenpyrad,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
51218-45-2,２－クロロ－２’－エチル－Ｎ－（２－メトキシ－１－メチルエチル）－６’－メチルアセトアニリド (別名：メトラクロール),2-chloro-2'-ethyl-N-(2-methoxy-1-methylethyl)-6'-methylacetanilide; Metolachlor,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
75-01-4,塩化ビニル,Vinyl chloride,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
79622-59-6,３－クロロ－Ｎ－（３－クロロ－５－トリフルオロメチル－２－ピリジル）－α，α，α－トリフルオロ－２，６－ジニトロ－ｐ－トルイジン（別名：フルアジナム）,"3-chloro-N-(3-chloro-5-trifluoromethyl-2-pyridyl)-alpha,alpha,alpha-trifluoro-2,6-dinitro-p-toluidine; Fluazinam",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
119446-68-3,"1-（{2-[2-クロロ-4-（4-クロロフェノキシ）フェニル]-4-メチル-1,3-ジオキソラン-2-イル}メチル）-1H-1,2,4-トリアゾール （別名：ジフェノコナゾール）","1-({2-[2-chloro-4-(4-chlorophenoxy)phenyl]-4-methyl-1,3-dioxolan-2-yl}methyl)-1H-1,2,4-triazole; Difenoconazole",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
79-11-8,クロロ酢酸【モノクロロ酢酸】,Chloroacetic acid [monochloroacetic acid],prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
51218-49-6,"2-クロロ-2', 6'-ジエチル-N-(2-プロポキシエチル)アセトアニリド (別名プレチラクロール)","2-chloro-2',6'-diethyl-N-(2-propoxyethyl)acetanilide [Pretilachlor]",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
15972-60-8,２－クロロ－２’，６’－ジエチル－Ｎ－（メトキシメチル）アセトアニリド (別名：アラクロール）,"2-chloro-2',6'-diethyl-N-(methoxymethyl)acetanilide; Alachlor",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
110956-75-7,"3-(4-クロロ-5-シクロペンチルオキシ-2-フルオロフェニル)-5-イソプロピリ. デン-1,3-オキサゾリジン-2,4-ジオン　（別名：ペントキサゾン）","3-[4-Chloro-5-(cyclopentyloxy)-2-fluorophenyl]-5-(1-methylethylidene)-2,4-oxazolidinedione; Pentoxazone",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
75-45-6,クロロジフルオロメタン,Chlorodifluoromethane,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
163515-14-8,２－クロロ－Ｎ－（２，４－ジメチルチエン－３－イル）－Ｎ－［（２Ｓ）－１－メトキシプロパン－２－イル］アセトアミド　  (別名：ジメテナミド P）,"2-Chloro-N-(2,4-dimethylthien-3-yl)-N-[(2S)-1-methoxypropan-2-yl]acetamide; Dimethenamide-P",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
868680-84-6,３－クロロ－Ｎ－［（４，６－ジメトキシピリミジン－２－イル）カルバモイル］－１－メチル－４－（５－メチル－５，６－ジヒドロ－１，４，２－ジオキサジン－３－イル）－１Ｈ－ピラゾール－５－スルホンアミド　  (別名：メタゾスルフロン）,"3-Chloro-N-[(4,6-dimethoxypyrimidin-2-yl)carbamoyl]-1-methyl-4-(5-methyl-5,6-dihydro-1,4,2-dioxazin-3-yl)-1H-pyrazole-5-sulfonamide; Metazosulfuron",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
75-88-7,"2-クロロ-1, 1, 1-トリフルオロエタン","2-Chloro-1,1,1-trifluoroethane",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
nocas-0001,クロロトリフルオロエタン,Chlorotrifluoroethane,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
7085-19-0,（RS）‐2‐（4‐クロロ‐オルト‐トリルオキシ）プロピオン酸（別名メコプロップ）,mecoprop (ISO) [1] and its salts; 2-(4-chloro-o-tolyloxy) propionic acid; (RS)-2-(4-chloro-o-tolyloxy)propionic acid,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
93-65-2,2‐（4‐クロロ‐2‐メチルフェノキシ）プロピオン酸（別名MCPP）,"2-(2,4,5-Trichlorophenoxy)propionic acid; silvex",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
122-34-9,シマジン,Simazine,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
160430-64-8,トランス-N-（6-クロロ-3-ピリジルメチル）-N'-シアノ-N-メチルアセトアミジン,trans-N-(6-Chloro-3-pyridylmethyl)-N'-cyano-N-methylacetamidine,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
105827-78-9,1-（6-クロロ-3-ピリジルメチル）-N-ニトロイミダゾリジン-2-イリデンアミン 　（別名：イミダクロプリド）,1-(6-Chloro-3-pyridylmethyl)-N-nitroimidazolidin-2-ylidenamine; Imidacloprid,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
111988-49-9,チアクロプリド,Thiacloprid,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
158237-07-1,"4- (2-クロロフェニル) -N-シクロヘキシル-N-エチル-4,5-ジヒドロ-5-オキソ-1H-テトラゾール-1-カルボキサミド (別名：フェントラザミド)","4-(2-Chlorophenyl)-N-cyclohexyl-N-ethyl-4,5-dihydro-5-oxo-1H-tetrazole-1-carboxamide [fentrazamide]",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
107534-96-3,"（RS）‐1‐パラ‐クロロフェニル‐4,4‐ジメチル‐3‐（1H‐1,2,4‐トリアゾール‐1‐イルメチル）ペンタン‐3‐オール（別名テブコナゾール）","1-(4-chlorophenyl)-4,4-dimethyl-3-(1,2,4-triazol-1-ylmethyl)pentan-3-ol",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
107-05-1,塩化アリル,Allyl chloride,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
99485-76-4,1- (2-クロロベンジル) -3- (1-メチル-1-フェニルエチル) ウレア (別名：クミルロン),1-(2-Chlorobenzyl)-3-(1-methyl-1-phenylethyl)urea [cumyluron],prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
108-90-7,クロロベンゼン,Chlorobenzene,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
76-15-3,クロロペンタフルオロエタン,Chloropentafluoroethane,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
67-66-3,クロロホルム,Chloroform,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
74-87-3,クロロメタン,"Chloromethane, (alias Methyl chloride)",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
799247-52-2,メチル＝［２－クロロ－５－（（Ｅ）－１－｛［（６－メチル－２－ピリジル）メトキシ］イミノ｝エチル）ベンジル］カルバマート (別名：ピリベンカルブ),Methyl [2-chloro-5-((E)-1-{[(6-methyl-2-pyridyl)methoxy]imino}ethyl)benzyl]carbamate; Pyribencarb,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
111-15-9,エチレングリコールモノエチルエーテルアセテート(別名：セロソルブアセテート),Ethylene glycol monoethyl ether acetate (Cellosolve acetate),prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
108-05-4,酢酸ビニル,Vinyl acetate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
142-92-7,酢酸ヘキシル,Hexyl acetate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
110-49-6,エチレングリコールモノメチルエーテルアセテート,Ethylene glycol monomethyl ether acetate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
57966-95-7,1‐［（EZ）‐2‐シアノ‐2‐メトキシイミノアセチル‐3‐エチルウレア（別名シモキサニル）,2-cyano-N-[(ethylamino)carbonyl]-2-(methoxyimino)acetamide; cymoxanil,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
38640-62-9,ジイソプロピルナフタレン,Diisopropylnaphthalene,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
111-42-2,２，２’－イミノジエタノール,"2,2'-Iminodiethanol",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
29232-93-7,"O‐2‐ジエチルアミノ‐6‐メチルピリミジン‐4‐イル O,O‐ジメチル ホスホロチオアート（別名ピリミホス‐メチル）","O-2-(Diethylamino)-6-methylpyrimidin-4-yl O,O-dimethyl phosphorothioate (synonym: Pirimiphos-methy)",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
28249-77-6,"N,N-ジエチルチオカルバミン酸S-4-クロロベンジル (別名チオベンカルブ)","S-4-chlorobenzyl N,N-diethylthiocarbamate [Thiobencarb]",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
125306-83-4,"N,N-ジエチル-3-（2,4,6-トリメチルフェニルスルホニル）-1H-1,2,4-トリアゾール-1-カルボキサミド　(別名：カフェンストロール）","N,N-diethyl-3-(2,4,6-trimethylphenylsulfonyl)-1H-1,2,4-triazole-1-carboxamide; Cafenstrole",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
112-34-5,ジエチレングルコールモノブチルエーテル【2-(2-ブトキシエトキシ)エタノール】,Diethylene glycol mono butyl ether [2-(2-buthoxyethoxy)ethanol],prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
56-23-5,四塩化炭素,Tetrachloromethane,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
7696-12-0,"シクロヘキサ-1-エン-1,2-ジカルボキシイミドメチル=（1RS）-シス-トランス-2,2-ジメチル-3-（2-メチルプロパ-1-エニル）シクロプロパンカルボキシラート（別名：テトラメトリン）","(1,3-Dioxo-4,5,6,7-tetrahydroisoindolin-2-yl)methyl 2,2-dimethyl-3-(2-methylprop-1-en-1-yl)cyclopropane-1-carboxylate",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
110-82-7,シクロヘキサン,Cyclohexane,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
10461-98-0,シクロヘキシリデン（フェニル）アセトニトリル,2-cyclohexylidene-2-phenylacetonitrile,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
108-91-8,シクロヘキシルアミン,Cyclohexylamine,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
110-83-8,シクロヘキセン,Cyclohexene,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
27134-27-6,ジクロロアニリン,Dichloroaniline,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
75-71-8,ジクロロジフルオロメタン,Dichlorodifluoromethane,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
23950-58-5,"3,5-ジクロロ-N-（1,1-ジメチル-2-プロピニル）ベンズアミド","3,5-Dichloro-N-(1,1-dimethyl-2-propynyl)benzamide",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
1320-37-2,ジクロロテトラフルオロエタン（異性体混合物）,Dichlorotetrafluoroethane (isomer mixture),prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
76-14-2,ジクロロテトラフルオロエタン【CFC-114】,"Ethane, 1,2-dichlorotetrafluoro-",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
106917-52-6,"2',4-ジクロロ-α,α,α-トリフルオロ-4'-ニトロ-m-トルエンスルホンアニリド　（別名：フルスルファミド）","2',4-Dichloro-alpha,alpha,alpha-trifluoro-4'-nitro-m-toluenesulfonanilide; Flusulfamide",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
82692-44-2,"2-[4-（2,4-ジクロロ-m-トルオイル）-1,3-ジメチル-5-ピラゾリルオキシ]-4-メチルアセトフェノン","2-[4-(2,4-Dichloro-m-toluoyl)-1,3-dimethyl-5-pyrazolyloxy]-4-methylacetophenone; Benzofenap",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
36734-19-7,"3‐（3,5‐ジクロロフェニル）‐N‐イソプロピル‐2,4‐ジオキソイミダゾリジン‐1‐カルボキサミド（別名イプロジオン）","iprodione (ISO); 3-(3,5-dichlorophenyl)-2,4-dioxo-N-isopropylimidazolidine-1-carboxamide",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
330-54-1,３－（３，４－ジクロロフェニル）－１，１－ジメチル尿素    (別名：ジウロン）,"3-(3,4-Dichlorophenyl)-1,1-dimethylurea; Diuron",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
60207-90-1,"（2RS,4RS；2RS,4SR）‐1‐［2‐（2,4‐ジクロロフェニル）‐4‐プロピル‐1,3‐ジオキソラン‐2‐イルメチル］‐1H‐1,2,4‐トリアゾール（別名：プロピコナゾール）","1-{[2-(2,4-Dichlorophenyl)-4-propan-1-yl-1,3-dioxolan-2-yl]methyl}-1H-1,2,4-triazole (synonym: Propiconazole)",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
153197-14-9,"3-［1-(3,5-ジクロロフェニル)-1-メチルエチル］-3,4-ジヒドロ-6-メチル-5-フェニル-2H-1,3-オキサジン-4-オン (別名：オキサジクロメホン)","3-[1-(3,5-Dichlorophenyl)-1-methylethyl]-3,4-dihydro-6-methyl-5-phenyl-2H-1,3-oxazin-4-one [oxaziclomefone]",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
330-55-2,３－（３，４－ジクロロフェニル）－１－メトキシ－１－メチル尿素　  (別名：リニュロン）,"3-(3,4-dichlorophenyl)-1-methoxy-1-methylurea; Linuron",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
75-43-4,ジクロロフルオロメタン,dichlorofluoromethane,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
25321-22-6,ジクロロベンゼン,Dichlorobenzene,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
95-50-1,o-ジクロロベンゼン,o-Dichlorobenzene,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
71561-11-0,２－［４－（２，４－ジクロロベンゾイル）－１，３－ジメチル－５－ピラゾリルオキシ］アセトフェノン（別名：ピラゾキシフェン）,"2-[4-(2,4-dichlorobenzoyl)-1,3-dimethyl-5-pyrazolyloxy]acetophenone; Pyrazoxyfen",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
1194-65-6,"2,6-ジクロロベンゾニトリル（別名：ジクロベニル）","2,6-Dichlorobenzonitrile; Dichlobenil",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
75-09-2,ジクロロメタン,Dichloromethane,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
3347-22-6,２，３－ジシアノ－１，４－ジチアアントラキノン (別名：ジチアノン),"2,3-dicyano-1,4-dithiaanthraquinone; Dithianon",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
77-73-6,ジシクロペンタジエン,Dicyclopentadiene,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
50512-35-1,"1,3-ジチオラン-2-イリデンマロン酸ジイソプロピル","Diisopropyl 1,3-dithiolan-2-ylidenemalonate",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
34643-46-4,"ジチオりん酸O-2,4-ジクロロフェニル-O-エチル-S-プロピル","O-2,4-Dichlorophenyl O-ethyl S-propyl phosphorodithioate",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
950-37-8,"ジチオりん酸S-（2,3-ジヒドロ-5-メトキシ-2-オキソ-1,3,4-チアジアゾール-3-イル）メチル-O,O-ジメチル（別名：メチダチオン又はDMTP）","S-(2,3-Dihydro-5-methoxy-2-oxo-1,3,4-thiadiazol-3-yl)methyl O,O-dimethyl phosphorodithioate (synonym: Methidathion or DMTP)",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
121-75-5,ジチオりん酸Ｏ，Ｏ－ジメチル－Ｓ－１，２－ビス（エトキシカルボニル）エチル　（別名：マラチオン）,"O,O-Dimethyl-S-1,2-bis(ethoxycarbonyl)ethyl dithiophosphate; Malathion",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
60-51-5,"ジチオりん酸O,O-ジメチル-S-[（N-メチルカルバモイル）メチル]（別名：ジメトエート）","O,O-Dimethyl S-(N-methylcarbamoyl)methyl phosphorodithioate (synonym: Dimethoate)",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
81103-11-9,クラリスロマイシン,Clarithromycin,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
25321-14-6,ジニトロトルエン (異性体混合物),Dinitrotoluene (Mixed isomers),prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
122-39-4,ジフェニルアミン,Diphenylamine,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
55285-14-8,"N-ジブチルアミノチオ-N-メチルカルバミン酸2,3-ジヒドロ-2,2-ジメチル-7-ベンゾ[b]フラニル","2,3-Dihydro-2,2-dimethyl-7-benzo[b]furyl N-(dibutylamino)thio-N-methylcarbamate",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
131341-86-1,フルジオキソニル,Fludioxonil,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
