cas_number,name_ja,name_en,regulation_type,regulation_class,regulation_label,special_management,special_organic,carcinogen,health_check_required,health_check_type,health_check_interval,health_check_ref,control_concentration,control_concentration_unit,threshold_pct,record_retention_years,work_env_measurement_required
106-93-4,"1,2-ジブロモエタン【EDB】","1,2-Dibromoethane (EDB)",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
124-48-1,ジブロモクロロメタン,Dibromochloromethane,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
130000-40-7,"2’,6’-ジブロモ-2-メチル-4’-トリフルオロメトキシ-4-トリフルオロメチル-1,3-チアゾール-5-カルボキスアニリド (別名：チフルザミド）","N-[2,6-dibromo-4-(trifluoromethoxy)phenyl]-2-methyl-4-(trifluoromethyl)-5-Thiazolecarboxamide; Thifluzamide",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
103-50-4,ジベンジルエーテル,Dibenzyl ether,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
30560-19-1,"（RS）‐（O,S‐ジメチル＝アセチルホスホルアミドチオアート）（別名：アセフェート）","(RS)-O,S-Dimethyl acetylphosphoramidothioate (synonym: Acephate)",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
31895-21-3,５－ジメチルアミノ－１，２，３－トリチアン (別名：チオシクラム),"N,N-Dimethyl-1,2,3-trithian-5-amine; Thiocyclam",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
79-57-2,オキシテトラサイクリン,Oxytetracycline,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
124-40-3,ジメチルアミン,Dimethylamine,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
105-87-3,酢酸ゲラニル,Geranyl acetate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
624-92-0,ジメチルジスルフィド,Dimethyl disulfide,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
82560-54-1,ベンフラカルブ,Benfuracarb,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
52-68-6,"ジメチル=2,2,2-トリクロロ-1-ヒドロキシエチルホスホナート（別名トリクロルホン又はＤＥＰ）","Dimethyl 2,2,2-trichloro-1-hydroxyethylphosphonate [tichlorfon or DEP]",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
1910-42-5,"1,1'-ジメチル-4,4'-ビピリジニウム=ジクロリド (別名：パラコートジクロリド)","1,1-Dimethyl-4,4-bipyridinium dichloride; Paraquat dichloride",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
4685-14-7,"1,1'-ジメチル-4,4'-ビピリジニウム（別名：パラコート）","1,1'-Dimethyl-4,4'-bipyridinium salts (except paraquat dichloride)",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
23564-05-8,"ジメチル 4,4'‐（オルト‐フェニレン）ビス（3‐チオアロファナート）（別名チオファネート‐メチル）","Dimethyl 4,4'-(o-phenylene)bis(3-thioallophanate) (synonym: Thiophanate-methyl)",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
283594-90-1,３－メシチル－２－オキソ－１－オキサスピロ［４．４］ノナ－３－エン－４－イル＝３，３－ジメチルブタノアート　  (別名：スピロメシフェン）,"3-Mesityl-2-oxo-1-oxaspiro[4.4]non-3-en-4-yl 3,3-dimethylbutanoate; Spiromesifen",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
494793-67-8,５－フルオロ－１，３－ジメチル－Ｎ－［２－（４－メチルペンタン－２－イル）フェニル］－１Ｈ－ピラゾール－４－カルボキサミド　  (別名：ペンフルフェン）,"5-Fluoro-1,3-dimethyl-N-[2-(4-methylpentan-2-yl)phenyl]-1H-pyrazole-4-carboxamide; Penflufen",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
85785-20-2,Ｎ－（１，２－ジメチルプロピル）－Ｎ－エチルチオカルバミン酸Ｓ－ベンジル（別名：エスプロカルブ）,"S-benzyl N-(1,2-dimethylpropyl)-N-ethylthiocarbamate",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
79-92-5,カンフェン（光学異性体mix）,Camphene (mixed optical isomers),prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
2597-03-7,2-[（ジメトキシホスフィノチオイル）チオ]-2-フェニル酢酸エチル,Ethyl 2-[(dimethoxyphosphinothioyl)thio]-2-phenylacetate; Phenthoate; PAP,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
61788-32-7,水素化テルフェニル,Hydrogenated terphenyl,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
100-42-5,スチレン,Styrene,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
nocas-0004,ダイオキシン類,Dioxins,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
7440-28-0,タリウム及びその化合物,Thallium and its compounds,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
409-21-2,炭化けい素ウィスカー,Silicon carbide whisker,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
409-21-2a,炭化けい素,Silicon carbide,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
554-13-2,炭酸リチウム,Lithium carbonate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
533-74-4,２－チオキソ－３，５－ジメチルテトラヒドロ－２Ｈ－１，３，５－チアジアジン (別名：ダゾメット),"2-Thioxo-3,5-dimethyltetrahydro-2H-1,3,5-thiadiazine; Dazomet",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
62-56-6,チオ尿素,Thiourea,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
2636-26-2,チオりん酸Ｏ－４－シアノフェニル－Ｏ，Ｏ－ジメチル（別名：シアノホス）,"O-4-cyanophenyl O,O-dimethyl phosphorothioate; Cyanophos",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
333-41-5,チオリン酸Ｏ，Ｏ－ジエチル－Ｏ－（２－イソプロピル－６－メチル－４－ピリミジニル） (別名：ダイアジノン),"O,O-Diethyl-O-(2-isopropyl-6-methyl-4-pyrimidinyl) thiophosphate; Diazinon",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
2921-88-2,"チオりん酸O,O-ジエチル-O-(3,5,6-トリクロロ-2-ピリジル) (別名：クロルピリホス)","O,O-diethyl O-(3,5,6-trichloro-2-pyridyl) thiophosphate [Chlorpyrifos]",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
18854-01-8,"チオりん酸O, O-ジエチル-O-(5-フェニル-3-イソオキサゾリル) (別名イソキサチオン)","O,O-Diethyl O-5-phenyl-3-isoxazolyl phosphorothioate [Isoxathion]",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
122-14-5,"チオリン酸O,O-ジメチル-O-(3-メチル-4-ニトロフェニル) (別名：フェニトロチオン)","O,O-Dimethyl-O-(3-methyl-4-nitrophenyl) thiophosphate [Fenitrothion]",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
55-38-9,"チオりん酸O,O-ジメチル-O-（3-メチル-4-メチルチオフェニル）【フェンチオン】","O,O-Dimethyl O-(3-methyl-4-methylthiophenyl) phosphorothioate (Fenthion)",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
26087-47-8,"チオりん酸S-ベンジル-O, O-ジイソプロピル (別名イプロベンホス)","S-benzyl O,O-diisopropyl phosphorothioate [Iprobenfos]",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
168316-95-8,スピノサド（スピノシンＡとスピノシンＤの混合物）,Spinosad; Mixture of Spinosyn A and Spinosyn D,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
112-31-2,1-デカナール,1-Decanal,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
1163-19-5,デカブロモ－１，１’－オキシビス（ベンゼン）【デカブロモジフェニルエーテル】,"Decabromo-1,1'-oxybis(benzene) (Decabromodiphenyl ether)",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
100-97-0,１，３，５，７－テトラアザトリシクロ［３．３．１．１（３，７）］デカン,"1,3,5,7-Tetraazatricyclo[3.3.1.1(3,7)]decane",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
97-77-8,テトラエチルチウラムジスルフィド【ジスルフィラム】,Tetraethylthiuram disulfide (Disulfiram),prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
1897-45-6,テトラクロロイソフタロニトリル (別名：クロロタロニル),Tetrachloroisophthalonitrile; Chlorothalonil,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
79-34-5,"1,1,2,2-テトラクロロエタン (別名：四塩化アセチレン)","1,1,2,2-Tetrachloroethane (Acetylene tetrachloride)",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
127-18-4,テトラクロロエチレン,Tetrachloroethylene,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
109-99-9,テトラヒドロフラン,Tetrahydrofuran,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
11070-44-3,テトラヒドロメチル無水フタル酸,Tetrahydromethylphthalic anhydride,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
116-14-3,テトラフルオロエチレン,Tetrafluoroethylene,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
79538-32-2,"2,3,5,6-テトラフルオロ-4-メチルベンジル=（Z）-3-（2-クロロ-3,3,3-トリフルオロ-1-プロペニル）-2,2-ジメチルシクロプロパンカルボキシラート","2,3,5,6-Tetrafluoro-4-methylbenzyl (Z)-3-(2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate; Tefluthrin",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
75-59-2,テトラメチルアンモニウム=ヒドロキシド,Tetramethylammonium hydroxide,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
59669-26-0,"3,7,9,13-テトラメチル-5,11-ジオキサ‐2,8,14-トリチア‐4,7,9,12‐テトラアザペンタデカ-3,12-ジエン‐6,10‐ジオン（別名：チオジカルブ）","3,7,9,13-Tetramethyl-5,11-dioxa-2,8,14-trithia-4,7,9,12-tetraazapentadeca-3,12-diene-6,10-dione (synonym: Thiodicarb)",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
137-26-8,テトラメチルチウラムジスルフィド（別名チウラム）,Tetramethyl thiuram disulfide (Thiuram),prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
100-21-0,テレフタル酸,Terephthalic Acid,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
120-61-6,テレフタル酸ジメチル,Dimethyl terephthalate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
112-53-8,ドデカン－１－オール,Dodecan-1-ol,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
151-21-3,ドデシル硫酸ナトリウム,Sodium dodecyl sulfate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
108-78-1,メラミン,Melamine,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
122-20-3,トリイソプロパノールアミン,"1,1',1''-nitrilotripropan-2-ol; triisopropanolamine",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
121-44-8,トリエチルアミン,Triethylamine,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
1116-76-3,トリオクチルアミン,Trioctylamine,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
79-01-6,トリクロロエチレン,Trichloroethylene,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
76-06-2,トリクロロニトロメタン,Trichloronitromethane,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
55335-06-3,"（3,5,6-トリクロロ-2-ピリジル）オキシ酢酸","(3,5,6-Trichloro-2-pyridyl)oxyacetic acid",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
75-69-4,トリクロロフルオロメタン　  (別名：CFC-11）,Trichloro(fluoro)methane; CFC11,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
12002-48-1,トリクロロベンゼン,Trichlorobenzene,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
133-06-2,キャプタン,Captan,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
102-82-9,トリブチルアミン,Tributylamine,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
1582-09-8,α，α，α－トリフルオロ－２，６－ジニトロ－Ｎ，Ｎ－ジプロピル－ｐ－トルイジン　  (別名：トリフルラリン）,"alpha, alpha, alpha-Trifluoro-2,6-dinitro-N,N-dipropyl-p-toluidine; Trifluralin",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
75-25-2,トリブロモメタン,Tribromomethane,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
75-50-3,トリメチルアミン,Trimethylamine,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
25551-13-7,トリメチルベンゼン,Trimethylbenzene,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
26471-62-5,"メチル-1,3-フェニレン=ジイソシアネート","Methyl-1,3-phenylene diisocyanate",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
26915-12-8,トルイジン,Toluidine,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
108-88-3,トルエン,Toluene,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
68439-57-6,ヒドロキシアルカン（C=14～16）スルホン酸及びアルケン（C=14～16）スルホン酸のナトリウム塩,Sodium salt of hydroxyalkanesulfonic acid (C=14-16) and alkenesulfonic acid (C=14-16),prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
91-20-3,ナフタレン,Naphthalene,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
7440-02-0,ニッケル,Nickel,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
88-74-4,オルト‐ニトロアニリン,o-nitroaniline,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
100-00-5,パラ-ニトロクロロベンゼン,p-Nitrochlorobenzene,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
98-95-3,ニトロベンゼン,Nitrobenzene,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
75-52-5,ニトロメタン,Nitromethane,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
75-15-0,二硫化炭素,Carbon disulfide,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
143-08-8,1-ノナノール,Nonan-1-ol,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
30525-89-4,パラホルムアルデヒド,Paraformaldehyde,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
1014-70-6,２，４－ビス（エチルアミノ）－６－メチルチオ－１，３，５－トリアジン,"2,4-bis(ethylamino)-6-methylthio-1,3,5-triazine",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
10380-28-6,ビス（8-キノリノラト）銅 (別名：オキシン銅),Bis(8-quinolinolato)copper; Oxine-copper,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
14915-37-8,ビス（2-スルフィドピリジン-1-オラト）銅,Bis(2-sulfidopyridin-1-olato)copper,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
136-23-2,ビス（ジブチルジチオカルバミン酸）亜鉛,zinc bis(dibutyldithiocarbamate),prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
137-30-4,ビス（Ｎ，Ｎ－ジメチルジチオカルバミン酸）亜鉛　(別名：ジラム),bis[(dimethylcarbamothioyl)sulfanyl]zinc; Ziram,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
64440-88-6,"ビス（N,N-ジメチルジチオカルバミン酸）N,N'-エチレンビス（チオカルバモイルチオ亜鉛）","N,N'-ethylenebis(thiocarbamoylthiozinc) bis(N,N-dimethyldithiocarbamate)",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
52829-07-9,"ビス（2,2,6,6-テトラメチル-4-ピペリジル）セバケート","Bis(2,2,6,6-tetramethyl-4-piperidyl) sebacate",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
95465-99-9,"S,S-ビス（1-メチルプロピル）=O-エチル=ホスホロジチオアート（別名：カズサホス）","S,S-Bis(1-methylpropyl) O-ethyl phosphorodithioate (synonym: Cadusafos)",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
302-01-2,ヒドラジン,Hydrazine,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
123-31-9,ヒドロキノン,Hydroquinone,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
92-52-4,ビフェニル,Biphenyl,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
110-85-0,ピペラジン,Piperazine,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
120-57-0,ピペロナール,Piperonal,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
110-86-1,ピリジン,Pyridine,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
120-80-9,カテコール（別名：ピロカテコール）,Catechol; Pyrocatechol,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
941-69-5,N-フェニルマレイミド,N-Phenylmaleimide,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
25265-76-3,フェニレンジアミン,Phenylenediamine,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
108-95-2,フェノール,Phenol,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
52645-53-1,"3-フェノキシベンジル=3-（2,2-ジクロロビニル）-2,2-ジメチルシクロプロパンカルボキシラート（別名：ペルメトリン）","3-Phenoxybenzyl 3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate (synonym: Permethrin)",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
117-84-0,フタル酸ジ‐ノルマル‐オクチル,Di-n-octyl phthalate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
117-81-7,フタル酸ビス(2-エチルヘキシル),Bis(2-ethylhexyl) phthalate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
117-82-8,フタル酸ビス(2-メトキシエチル),Bis(2-methoxyethyl) phthalate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
69327-76-0,"2-tert-ブチルイミノ-3-イソプロピル-5-フェニルテトラヒドロ-4H-1,3,5-チアジアジン-4-オン","2-tert-Butylimino-3-isopropyl-5-phenyltetrahydro-4H-1,3,5-thiadiazin-4-one; buprofezin",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
112410-23-8,"N-tert-ブチル-N'-（4-エチルベンゾイル）-3,5-ジメチルベンゾヒドラジド　（別名：テブフェノジド）","N-tert-butyl-N'-(4-ethylbenzoyl)-3,5-dimethylbenzohydrazide; Tebufenozide",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
17804-35-2,Ｎ-［1-（Ｎ-n-ブチルカルバモイル）-1H-2-ベンゾイミダゾリル］カルバミン酸メチル (別名：ベノミル),Methyl N-[1-(N-n-butylcarbamoyl)-1H-2-benzimidazolyl]carbamate; Benomyl,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
122008-85-9,ブチル=（R）-2-[4-（4-シアノ-2-フルオロフェノキシ）フェノキシ]プロピオナート　（別名：シハロホップブチル）,Butyl (R)-2-[4-(4-cyano-2-fluorophenoxy)phenoxy]propionate; Cyhalofop-butyl,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
80060-09-9,"1-tert-ブチル-3-（2,6-ジイソプロピル-4-フェノキシフェニル）チオ尿素","1-tert-Butyl-3-(2,6-diisopropyl-4-phenoxyphenyl)thiourea; Diafenthiuron",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
19666-30-9,"5‐ターシャリ‐ブチル‐3‐（2,4‐ジクロロ‐5‐イソプロポキシフェニル）‐1,3,4‐オキサジアゾール‐2（3H）‐オン（別名オキサジアゾン）","3-[2,4-dichloro-5-(1-methylethoxy)phenyl]-5-(1,1-dimethylethyl)-1,3,4-oxadiazol-2(3H)-one; oxadiazon",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
2312-35-8,２－（４－ｔｅｒｔ－ブチルフェノキシ）シクロヘキシル＝２－プロピニル＝スルフィット　  (別名：プロパルギット）,2-(4-tert-butylphenoxy)cyclohexyl 2-propynyl sulfite; Propargite,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
23184-66-9,"N-ブトキシメチル-2-クロロ-2',6'-ジエチルアセトアニリド  (別名：ブタクロール)","N-Butoxymethyl-2-chloro-2',6'-diethylacetanilide [butachlor]",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
98-01-1,フルフラール,Furfural,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
12071-83-9,"N,N'-プロピレンビス（ジチオカルバミン酸）と亜鉛の重合物 (別名：プロピネブ)","Polymer of N,N'-propylenebis(dithiocarbamic acid) and zinc; Propineb",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
353-59-3,ブロモクロロジフルオロメタン,Bromochlorodifluoromethane; Halone-1211,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
122453-73-0,4‐ブロモ‐2‐（4‐クロロフェニル）‐1‐エトキシメチル‐5‐トリフルオロメチル‐1H‐ピロール‐3‐カルボニトリル（別名クロルフェナピル）,chlorfenapyr; 4-bromo-2-(4-chlorophenyl)-1-ethoxymethyl-5-trifluoromethylpyrrole-3-carbonitrile,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
500008-45-7,クロラントラニリプロール,Chlorantraniliprole,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
